|     | gender   | race/ethnicity                     | parental level of education   | lunch        | test preparation   |   math score |   reading score |   writing score |   average score |
| 757 | male     | Mixed - White and Black African    | bachelor's degree             | free/reduced | completed          |           70 |              68 |              72 |         70      |
| 758 | female   | Mixed - White and Black Caribbean  | some college                  | free/reduced | completed          |           52 |              59 |              65 |         58.6667 |
| 759 | male     | White - Irish                      | some college                  | standard     | completed          |           69 |              77 |              77 |         74.3333 |
| 760 | female   | White - Any other White background | high school                   | free/reduced | none               |           53 |              72 |              64 |         63      |
| 761 | female   | Mixed - White and Black Caribbean  | some high school              | standard     | none               |           48 |              58 |              54 |         53.3333 |
| 762 | male     | Mixed - White and Black Caribbean  | some high school              | standard     | completed          |           78 |              81 |              86 |         81.6667 |
| 763 | female   | White - Irish                      | high school                   | standard     | none               |           62 |              62 |              63 |         62.3333 |
| 764 | male     | Mixed - White and Black Caribbean  | some college                  | standard     | none               |           60 |              63 |              59 |         60.6667 |
| 765 | female   | White - Irish                      | high school                   | standard     | none               |           74 |              72 |              72 |         72.6667 |
| 766 | female   | White - Any other White background | high school                   | standard     | completed          |           58 |              75 |              77 |         70      |
| 767 | male     | White - Irish                      | high school                   | standard     | completed          |           76 |              62 |              60 |         66      |
| 768 | female   | Mixed - White and Black Caribbean  | some high school              | standard     | none               |           68 |              71 |              75 |         71.3333 |
| 769 | male     | White - British                    | some college                  | free/reduced | none               |           58 |              60 |              57 |         58.3333 |
| 770 | male     | White - Irish                      | high school                   | standard     | none               |           52 |              48 |              49 |         49.6667 |
| 771 | male     | Mixed - White and Black Caribbean  | bachelor's degree             | standard     | none               |           75 |              73 |              74 |         74      |
| 772 | female   | White - Irish                      | some high school              | free/reduced | completed          |           52 |              67 |              72 |         63.6667 |
| 773 | female   | White - Any other White background | bachelor's degree             | free/reduced | none               |           62 |              78 |              79 |         73      |
| 774 | male     | White - Irish                      | some college                  | standard     | none               |           66 |              65 |              60 |         63.6667 |
| 775 | female   | White - Irish                      | some high school              | free/reduced | none               |           49 |              58 |              55 |         54      |
| 776 | female   | White - Irish                      | high school                   | standard     | none               |           66 |              72 |              70 |         69.3333 |
| 777 | female   | White - Any other White background | some college                  | free/reduced | none               |           35 |              44 |              43 |         40.6667 |
| 778 | female   | White - British                    | some college                  | standard     | completed          |           72 |              79 |              82 |         77.6667 |
| 779 | male     | Mixed - White and Black African    | associate's degree            | standard     | completed          |           94 |              85 |              82 |         87      |
| 780 | female   | Mixed - White and Black Caribbean  | associate's degree            | free/reduced | none               |           46 |              56 |              57 |         53      |
| 781 | female   | White - Irish                      | master's degree               | standard     | none               |           77 |              90 |              84 |         83.6667 |
| 782 | female   | White - Irish                      | high school                   | free/reduced | completed          |           76 |              85 |              82 |         81      |
| 783 | female   | White - Any other White background | associate's degree            | standard     | completed          |           52 |              59 |              62 |         57.6667 |
| 784 | male     | White - Any other White background | bachelor's degree             | standard     | completed          |           91 |              81 |              79 |         83.6667 |
| 785 | female   | White - Irish                      | some high school              | standard     | completed          |           32 |              51 |              44 |         42.3333 |
| 786 | female   | Mixed - White and Black African    | some high school              | free/reduced | none               |           72 |              79 |              77 |         76      |
| 787 | female   | White - Irish                      | some college                  | standard     | none               |           19 |              38 |              32 |         29.6667 |
| 788 | male     | White - Any other White background | associate's degree            | free/reduced | none               |           68 |              65 |              61 |         64.6667 |
| 789 | female   | White - Any other White background | master's degree               | free/reduced | none               |           52 |              65 |              61 |         59.3333 |
| 790 | female   | White - Irish                      | high school                   | standard     | none               |           48 |              62 |              60 |         56.6667 |
| 791 | female   | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           60 |              66 |              70 |         65.3333 |
| 792 | male     | Mixed - White and Black Caribbean  | high school                   | free/reduced | none               |           66 |              74 |              69 |         69.6667 |
| 793 | male     | Mixed - White and Black African    | some high school              | standard     | completed          |           89 |              84 |              77 |         83.3333 |
| 794 | female   | White - Irish                      | high school                   | standard     | none               |           42 |              52 |              51 |         48.3333 |
| 795 | female   | Mixed - White and Black African    | associate's degree            | free/reduced | completed          |           57 |              68 |              73 |         66      |
| 796 | male     | Mixed - White and Black Caribbean  | high school                   | standard     | none               |           70 |              70 |              70 |         70      |
| 797 | female   | Mixed - White and Black African    | associate's degree            | free/reduced | none               |           70 |              84 |              81 |         78.3333 |
| 798 | male     | Mixed - White and Black African    | some college                  | standard     | none               |           69 |              60 |              54 |         61      |
| 799 | female   | White - Any other White background | associate's degree            | standard     | none               |           52 |              55 |              57 |         54.6667 |
| 800 | male     | White - Any other White background | some high school              | standard     | completed          |           67 |              73 |              68 |         69.3333 |
| 801 | male     | White - Any other White background | some high school              | standard     | completed          |           76 |              80 |              73 |         76.3333 |
| 802 | female   | Mixed - White and Black African    | associate's degree            | standard     | none               |           87 |              94 |              95 |         92      |
| 803 | female   | White - Irish                      | some college                  | standard     | none               |           82 |              85 |              87 |         84.6667 |
| 804 | female   | White - Any other White background | some college                  | standard     | none               |           73 |              76 |              78 |         75.6667 |
| 805 | male     | White - British                    | some college                  | free/reduced | none               |           75 |              81 |              74 |         76.6667 |
| 806 | female   | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           64 |              74 |              75 |         71      |
| 807 | female   | Mixed - White and Black African    | high school                   | free/reduced | none               |           41 |              45 |              40 |         42      |
| 808 | male     | White - Any other White background | high school                   | standard     | none               |           90 |              75 |              69 |         78      |
| 809 | male     | White - Irish                      | bachelor's degree             | standard     | none               |           59 |              54 |              51 |         54.6667 |
| 810 | male     | White - British                    | some high school              | standard     | none               |           51 |              31 |              36 |         39.3333 |
| 811 | male     | White - British                    | high school                   | free/reduced | none               |           45 |              47 |              49 |         47      |
| 812 | female   | White - Any other White background | master's degree               | standard     | completed          |           54 |              64 |              67 |         61.6667 |
| 813 | male     | Mixed - White and Black African    | some high school              | standard     | completed          |           87 |              84 |              76 |         82.3333 |
| 814 | female   | White - Any other White background | high school                   | standard     | none               |           72 |              80 |              83 |         78.3333 |
| 815 | male     | White - Irish                      | some high school              | standard     | completed          |           94 |              86 |              87 |         89      |
| 816 | female   | White - British                    | bachelor's degree             | standard     | none               |           45 |              59 |              64 |         56      |
| 817 | male     | Mixed - White and Black Caribbean  | bachelor's degree             | free/reduced | completed          |           61 |              70 |              76 |         69      |
| 818 | female   | White - Irish                      | high school                   | free/reduced | none               |           60 |              72 |              68 |         66.6667 |
| 819 | female   | White - Any other White background | some high school              | standard     | none               |           77 |              91 |              88 |         85.3333 |
| 820 | female   | White - British                    | some high school              | standard     | completed          |           85 |              90 |              92 |         89      |
| 821 | female   | Mixed - White and Black Caribbean  | bachelor's degree             | free/reduced | none               |           78 |              90 |              93 |         87      |
| 822 | male     | Mixed - White and Black African    | some college                  | free/reduced | completed          |           49 |              52 |              51 |         50.6667 |
| 823 | female   | White - Irish                      | high school                   | free/reduced | none               |           71 |              87 |              82 |         80      |
| 824 | female   | White - Any other White background | some high school              | free/reduced | none               |           48 |              58 |              52 |         52.6667 |
| 825 | male     | White - Any other White background | high school                   | standard     | none               |           62 |              67 |              58 |         62.3333 |
| 826 | female   | White - Any other White background | associate's degree            | free/reduced | completed          |           56 |              68 |              70 |         64.6667 |
| 827 | female   | White - Any other White background | some high school              | standard     | none               |           65 |              69 |              76 |         70      |
| 828 | female   | Mixed - White and Black Caribbean  | some high school              | free/reduced | completed          |           69 |              86 |              81 |         78.6667 |
| 829 | male     | White - Irish                      | some high school              | standard     | none               |           68 |              54 |              53 |         58.3333 |
| 830 | female   | White - British                    | some college                  | free/reduced | none               |           61 |              60 |              57 |         59.3333 |
| 831 | female   | White - Any other White background | bachelor's degree             | free/reduced | completed          |           74 |              86 |              89 |         83      |
| 832 | male     | White - British                    | bachelor's degree             | standard     | none               |           64 |              60 |              58 |         60.6667 |
| 833 | female   | White - Irish                      | high school                   | standard     | completed          |           77 |              82 |              89 |         82.6667 |
| 834 | male     | White - Irish                      | some college                  | standard     | none               |           58 |              50 |              45 |         51      |
| 835 | female   | White - Any other White background | high school                   | standard     | completed          |           60 |              64 |              74 |         66      |
| 836 | male     | Mixed - White and Black African    | high school                   | standard     | none               |           73 |              64 |              57 |         64.6667 |
| 837 | female   | White - British                    | high school                   | standard     | completed          |           75 |              82 |              79 |         78.6667 |
| 838 | male     | White - Irish                      | associate's degree            | free/reduced | completed          |           58 |              57 |              53 |         56      |
| 839 | female   | White - Any other White background | associate's degree            | standard     | none               |           66 |              77 |              73 |         72      |
| 840 | female   | Mixed - White and Black Caribbean  | high school                   | free/reduced | none               |           39 |              52 |              46 |         45.6667 |
| 841 | male     | White - Any other White background | some high school              | standard     | none               |           64 |              58 |              51 |         57.6667 |
| 842 | female   | White - Irish                      | high school                   | free/reduced | completed          |           23 |              44 |              36 |         34.3333 |
| 843 | male     | White - Irish                      | some college                  | free/reduced | completed          |           74 |              77 |              76 |         75.6667 |
| 844 | female   | Mixed - White and Black Caribbean  | some high school              | free/reduced | completed          |           40 |              65 |              64 |         56.3333 |
| 845 | male     | Mixed - White and Black African    | master's degree               | standard     | none               |           90 |              85 |              84 |         86.3333 |
| 846 | male     | White - Any other White background | master's degree               | standard     | completed          |           91 |              85 |              85 |         87      |
| 847 | male     | Mixed - White and Black Caribbean  | high school                   | standard     | none               |           64 |              54 |              50 |         56      |
| 848 | female   | White - Any other White background | high school                   | standard     | none               |           59 |              72 |              68 |         66.3333 |
| 849 | male     | Mixed - White and Black Caribbean  | associate's degree            | standard     | none               |           80 |              75 |              69 |         74.6667 |
| 850 | male     | White - Any other White background | master's degree               | standard     | none               |           71 |              67 |              67 |         68.3333 |
| 851 | female   | White - British                    | high school                   | standard     | none               |           61 |              68 |              63 |         64      |
| 852 | female   | Mixed - White and Black African    | some college                  | standard     | none               |           87 |              85 |              93 |         88.3333 |
| 853 | male     | Mixed - White and Black African    | some high school              | standard     | none               |           82 |              67 |              61 |         70      |
| 854 | male     | White - Any other White background | some high school              | standard     | none               |           62 |              64 |              55 |         60.3333 |
| 855 | female   | White - Irish                      | bachelor's degree             | standard     | none               |           97 |              97 |              96 |         96.6667 |
| 856 | male     | White - Irish                      | some college                  | free/reduced | none               |           75 |              68 |              65 |         69.3333 |
| 857 | female   | White - Any other White background | bachelor's degree             | standard     | none               |           65 |              79 |              81 |         75      |
| 858 | male     | White - Irish                      | high school                   | standard     | completed          |           52 |              49 |              46 |         49      |
| 859 | male     | White - Any other White background | associate's degree            | free/reduced | none               |           87 |              73 |              72 |         77.3333 |
| 860 | female   | White - Any other White background | associate's degree            | standard     | none               |           53 |              62 |              53 |         56      |
| 861 | female   | Mixed - White and Black African    | master's degree               | free/reduced | none               |           81 |              86 |              87 |         84.6667 |
| 862 | male     | Mixed - White and Black Caribbean  | bachelor's degree             | free/reduced | completed          |           39 |              42 |              38 |         39.6667 |
| 863 | female   | White - Any other White background | some college                  | standard     | completed          |           71 |              71 |              80 |         74      |
| 864 | male     | White - Any other White background | associate's degree            | standard     | none               |           97 |              93 |              91 |         93.6667 |
| 865 | male     | Mixed - White and Black Caribbean  | some college                  | standard     | completed          |           82 |              82 |              88 |         84      |
| 866 | male     | White - Any other White background | high school                   | free/reduced | none               |           59 |              53 |              52 |         54.6667 |
| 867 | male     | White - Irish                      | associate's degree            | standard     | none               |           61 |              42 |              41 |         48      |
| 868 | male     | Mixed - White and Black African    | associate's degree            | free/reduced | completed          |           78 |              74 |              72 |         74.6667 |
| 869 | male     | White - Any other White background | associate's degree            | free/reduced | none               |           49 |              51 |              51 |         50.3333 |
| 870 | male     | White - Irish                      | high school                   | standard     | none               |           59 |              58 |              47 |         54.6667 |
| 871 | female   | White - Any other White background | some college                  | standard     | completed          |           70 |              72 |              76 |         72.6667 |
| 872 | male     | White - Irish                      | associate's degree            | standard     | completed          |           82 |              84 |              78 |         81.3333 |
| 873 | male     | Mixed - White and Black African    | associate's degree            | free/reduced | none               |           90 |              90 |              82 |         87.3333 |
| 874 | female   | White - Any other White background | bachelor's degree             | free/reduced | none               |           43 |              62 |              61 |         55.3333 |
| 875 | male     | White - Any other White background | some college                  | free/reduced | none               |           80 |              64 |              66 |         70      |
| 876 | male     | Mixed - White and Black Caribbean  | some college                  | standard     | none               |           81 |              82 |              84 |         82.3333 |
| 877 | male     | White - Any other White background | some high school              | standard     | none               |           57 |              61 |              54 |         57.3333 |
| 878 | female   | Mixed - White and Black Caribbean  | some high school              | standard     | none               |           59 |              72 |              80 |         70.3333 |
| 879 | female   | Mixed - White and Black Caribbean  | associate's degree            | standard     | none               |           64 |              76 |              74 |         71.3333 |
| 880 | male     | White - Any other White background | bachelor's degree             | standard     | completed          |           63 |              64 |              66 |         64.3333 |
| 881 | female   | Mixed - White and Black African    | bachelor's degree             | standard     | completed          |           71 |              70 |              70 |         70.3333 |
| 882 | female   | White - Irish                      | high school                   | free/reduced | none               |           64 |              73 |              71 |         69.3333 |
| 883 | male     | Mixed - White and Black Caribbean  | bachelor's degree             | free/reduced | none               |           55 |              46 |              44 |         48.3333 |
| 884 | female   | Mixed - White and Black African    | associate's degree            | standard     | none               |           51 |              51 |              54 |         52      |
| 885 | female   | White - Any other White background | associate's degree            | standard     | completed          |           62 |              76 |              80 |         72.6667 |
| 886 | female   | Mixed - White and Black African    | associate's degree            | standard     | completed          |           93 |             100 |              95 |         96      |
| 887 | male     | White - Any other White background | high school                   | free/reduced | none               |           54 |              72 |              59 |         61.6667 |
| 888 | female   | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           69 |              65 |              74 |         69.3333 |
| 889 | male     | Mixed - White and Black Caribbean  | high school                   | free/reduced | none               |           44 |              51 |              48 |         47.6667 |
| 890 | female   | Mixed - White and Black African    | some college                  | standard     | completed          |           86 |              85 |              91 |         87.3333 |
| 891 | female   | Mixed - White and Black African    | associate's degree            | standard     | none               |           85 |              92 |              85 |         87.3333 |
| 892 | female   | White - British                    | master's degree               | free/reduced | none               |           50 |              67 |              73 |         63.3333 |
| 893 | male     | Mixed - White and Black Caribbean  | some high school              | standard     | completed          |           88 |              74 |              75 |         79      |
| 894 | female   | Mixed - White and Black African    | associate's degree            | standard     | none               |           59 |              62 |              69 |         63.3333 |
| 895 | female   | Mixed - White and Black African    | some high school              | free/reduced | none               |           32 |              34 |              38 |         34.6667 |
| 896 | male     | White - Irish                      | high school                   | free/reduced | none               |           36 |              29 |              27 |         30.6667 |
| 897 | female   | White - Irish                      | some high school              | free/reduced | completed          |           63 |              78 |              79 |         73.3333 |
| 898 | male     | Mixed - White and Black Caribbean  | associate's degree            | standard     | completed          |           67 |              54 |              63 |         61.3333 |
| 899 | female   | Mixed - White and Black Caribbean  | some high school              | standard     | completed          |           65 |              78 |              82 |         75      |
| 900 | male     | Mixed - White and Black Caribbean  | master's degree               | standard     | none               |           85 |              84 |              89 |         86      |
| 901 | female   | White - Any other White background | master's degree               | standard     | none               |           73 |              78 |              74 |         75      |
| 902 | female   | White - British                    | high school                   | free/reduced | completed          |           34 |              48 |              41 |         41      |
| 903 | female   | Mixed - White and Black Caribbean  | bachelor's degree             | free/reduced | completed          |           93 |             100 |             100 |         97.6667 |
| 904 | female   | Mixed - White and Black Caribbean  | some high school              | free/reduced | none               |           67 |              84 |              84 |         78.3333 |
| 905 | male     | Mixed - White and Black Caribbean  | some college                  | standard     | none               |           88 |              77 |              77 |         80.6667 |
| 906 | male     | White - Irish                      | high school                   | standard     | none               |           57 |              48 |              51 |         52      |
| 907 | female   | Mixed - White and Black Caribbean  | some college                  | standard     | completed          |           79 |              84 |              91 |         84.6667 |
| 908 | female   | White - Any other White background | bachelor's degree             | free/reduced | none               |           67 |              75 |              72 |         71.3333 |
| 909 | male     | Mixed - White and Black African    | bachelor's degree             | standard     | completed          |           70 |              64 |              70 |         68      |
| 910 | male     | Mixed - White and Black Caribbean  | bachelor's degree             | free/reduced | none               |           50 |              42 |              48 |         46.6667 |
| 911 | female   | White - British                    | some college                  | standard     | none               |           69 |              84 |              82 |         78.3333 |
| 912 | female   | White - Any other White background | bachelor's degree             | standard     | completed          |           52 |              61 |              66 |         59.6667 |
| 913 | female   | White - Any other White background | bachelor's degree             | free/reduced | completed          |           47 |              62 |              66 |         58.3333 |
| 914 | female   | White - Irish                      | associate's degree            | free/reduced | none               |           46 |              61 |              55 |         54      |
| 915 | female   | Mixed - White and Black African    | some college                  | standard     | none               |           68 |              70 |              66 |         68      |
| 916 | male     | Mixed - White and Black African    | bachelor's degree             | standard     | completed          |          100 |             100 |             100 |        100      |
| 917 | female   | White - Any other White background | high school                   | standard     | none               |           44 |              61 |              52 |         52.3333 |
| 918 | female   | White - Any other White background | associate's degree            | standard     | completed          |           57 |              77 |              80 |         71.3333 |
| 919 | male     | White - Irish                      | some college                  | standard     | completed          |           91 |              96 |              91 |         92.6667 |
| 920 | male     | Mixed - White and Black Caribbean  | high school                   | free/reduced | none               |           69 |              70 |              67 |         68.6667 |
| 921 | female   | White - Any other White background | high school                   | free/reduced | none               |           35 |              53 |              46 |         44.6667 |
| 922 | male     | Mixed - White and Black Caribbean  | high school                   | standard     | none               |           72 |              66 |              66 |         68      |
| 923 | female   | White - Irish                      | associate's degree            | free/reduced | none               |           54 |              65 |              65 |         61.3333 |
| 924 | male     | Mixed - White and Black Caribbean  | high school                   | free/reduced | none               |           74 |              70 |              69 |         71      |
| 925 | male     | Mixed - White and Black African    | some high school              | standard     | completed          |           74 |              64 |              60 |         66      |
| 926 | male     | Mixed - White and Black African    | associate's degree            | free/reduced | none               |           64 |              56 |              52 |         57.3333 |
| 927 | female   | Mixed - White and Black Caribbean  | high school                   | free/reduced | completed          |           65 |              61 |              71 |         65.6667 |
| 928 | male     | Mixed - White and Black African    | associate's degree            | free/reduced | completed          |           46 |              43 |              44 |         44.3333 |
| 929 | female   | White - Any other White background | some high school              | free/reduced | none               |           48 |              56 |              51 |         51.6667 |
| 930 | male     | White - Any other White background | some college                  | free/reduced | completed          |           67 |              74 |              70 |         70.3333 |
| 931 | male     | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           62 |              57 |              62 |         60.3333 |
| 932 | male     | Mixed - White and Black Caribbean  | associate's degree            | free/reduced | completed          |           61 |              71 |              73 |         68.3333 |
| 933 | male     | White - Any other White background | bachelor's degree             | free/reduced | completed          |           70 |              75 |              74 |         73      |
| 934 | male     | White - Any other White background | associate's degree            | standard     | completed          |           98 |              87 |              90 |         91.6667 |
| 935 | male     | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           70 |              63 |              58 |         63.6667 |
| 936 | male     | White - British                    | associate's degree            | standard     | none               |           67 |              57 |              53 |         59      |
| 937 | female   | Mixed - White and Black African    | high school                   | free/reduced | none               |           57 |              58 |              57 |         57.3333 |
| 938 | male     | Mixed - White and Black Caribbean  | some college                  | standard     | completed          |           85 |              81 |              85 |         83.6667 |
| 939 | male     | Mixed - White and Black Caribbean  | some high school              | standard     | completed          |           77 |              68 |              69 |         71.3333 |
| 940 | male     | White - Any other White background | master's degree               | free/reduced | completed          |           72 |              66 |              72 |         70      |
| 941 | female   | Mixed - White and Black Caribbean  | master's degree               | standard     | none               |           78 |              91 |              96 |         88.3333 |
| 942 | male     | White - Any other White background | high school                   | standard     | none               |           81 |              66 |              64 |         70.3333 |
| 943 | male     | White - British                    | some high school              | free/reduced | completed          |           61 |              62 |              61 |         61.3333 |
| 944 | female   | White - Irish                      | high school                   | standard     | none               |           58 |              68 |              61 |         62.3333 |
| 945 | female   | White - Any other White background | associate's degree            | standard     | none               |           54 |              61 |              58 |         57.6667 |
| 946 | male     | White - Irish                      | high school                   | standard     | none               |           82 |              82 |              80 |         81.3333 |
| 947 | female   | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           49 |              58 |              60 |         55.6667 |
| 948 | male     | White - Irish                      | some high school              | free/reduced | completed          |           49 |              50 |              52 |         50.3333 |
| 949 | female   | Mixed - White and Black African    | high school                   | free/reduced | completed          |           57 |              75 |              73 |         68.3333 |
| 950 | male     | Mixed - White and Black African    | high school                   | standard     | none               |           94 |              73 |              71 |         79.3333 |
| 951 | female   | Mixed - White and Black Caribbean  | some college                  | standard     | completed          |           75 |              77 |              83 |         78.3333 |
| 952 | female   | Mixed - White and Black African    | some high school              | free/reduced | none               |           74 |              74 |              72 |         73.3333 |
| 953 | male     | White - Any other White background | high school                   | standard     | completed          |           58 |              52 |              54 |         54.6667 |
| 954 | female   | White - Any other White background | some college                  | standard     | none               |           62 |              69 |              69 |         66.6667 |
| 955 | male     | Mixed - White and Black African    | associate's degree            | standard     | none               |           72 |              57 |              62 |         63.6667 |
| 956 | male     | White - Any other White background | some college                  | standard     | none               |           84 |              87 |              81 |         84      |
| 957 | female   | Mixed - White and Black Caribbean  | master's degree               | standard     | none               |           92 |             100 |             100 |         97.3333 |
| 958 | female   | Mixed - White and Black Caribbean  | high school                   | standard     | none               |           45 |              63 |              59 |         55.6667 |
| 959 | male     | White - Any other White background | high school                   | standard     | none               |           75 |              81 |              71 |         75.6667 |
| 960 | female   | White - British                    | some college                  | standard     | none               |           56 |              58 |              64 |         59.3333 |
| 961 | female   | Mixed - White and Black Caribbean  | some high school              | free/reduced | none               |           48 |              54 |              53 |         51.6667 |
| 962 | female   | Mixed - White and Black African    | associate's degree            | standard     | none               |          100 |             100 |             100 |        100      |
| 963 | female   | White - Any other White background | some high school              | free/reduced | completed          |           65 |              76 |              75 |         72      |
| 964 | male     | Mixed - White and Black Caribbean  | some college                  | standard     | none               |           72 |              57 |              58 |         62.3333 |
| 965 | female   | Mixed - White and Black Caribbean  | some college                  | standard     | none               |           62 |              70 |              72 |         68      |
| 966 | male     | White - British                    | some high school              | standard     | completed          |           66 |              68 |              64 |         66      |
| 967 | male     | White - Any other White background | some college                  | standard     | none               |           63 |              63 |              60 |         62      |
| 968 | female   | Mixed - White and Black African    | associate's degree            | standard     | none               |           68 |              76 |              67 |         70.3333 |
| 969 | female   | White - Irish                      | bachelor's degree             | standard     | none               |           75 |              84 |              80 |         79.6667 |
| 970 | female   | Mixed - White and Black Caribbean  | bachelor's degree             | standard     | none               |           89 |             100 |             100 |         96.3333 |
| 971 | male     | White - Any other White background | some high school              | standard     | completed          |           78 |              72 |              69 |         73      |
| 972 | female   | White - British                    | high school                   | free/reduced | completed          |           53 |              50 |              60 |         54.3333 |
| 973 | female   | Mixed - White and Black Caribbean  | some college                  | free/reduced | none               |           49 |              65 |              61 |         58.3333 |
| 974 | female   | White - British                    | some college                  | standard     | none               |           54 |              63 |              67 |         61.3333 |
| 975 | female   | White - Any other White background | some college                  | standard     | completed          |           64 |              82 |              77 |         74.3333 |
| 976 | male     | White - Irish                      | some college                  | free/reduced | completed          |           60 |              62 |              60 |         60.6667 |
| 977 | male     | White - Any other White background | associate's degree            | standard     | none               |           62 |              65 |              58 |         61.6667 |
| 978 | male     | Mixed - White and Black Caribbean  | high school                   | standard     | completed          |           55 |              41 |              48 |         48      |
| 979 | female   | White - Any other White background | associate's degree            | standard     | none               |           91 |              95 |              94 |         93.3333 |
| 980 | female   | White - Irish                      | high school                   | free/reduced | none               |            8 |              24 |              23 |         18.3333 |
| 981 | male     | Mixed - White and Black Caribbean  | some high school              | standard     | none               |           81 |              78 |              78 |         79      |
| 982 | male     | White - Irish                      | some high school              | standard     | completed          |           79 |              85 |              86 |         83.3333 |
| 983 | female   | White - British                    | some college                  | standard     | completed          |           78 |              87 |              91 |         85.3333 |
| 984 | female   | White - Any other White background | some high school              | standard     | none               |           74 |              75 |              82 |         77      |
| 985 | male     | White - British                    | high school                   | standard     | none               |           57 |              51 |              54 |         54      |
| 986 | female   | White - Any other White background | associate's degree            | standard     | none               |           40 |              59 |              51 |         50      |
| 987 | male     | Mixed - White and Black African    | some high school              | standard     | completed          |           81 |              75 |              76 |         77.3333 |
| 988 | female   | White - British                    | some high school              | free/reduced | none               |           44 |              45 |              45 |         44.6667 |
